iter	RMSE
768	224.3424268
769	224.3250217
770	224.3134288
771	224.299254
772	224.2830171
773	224.2627588
774	224.2421044
775	224.2354226
776	224.2208009
777	224.2191034
778	224.1993347
779	224.1809131
780	224.1647209
781	224.140522
782	224.1234309
783	224.102656
784	224.0958889
785	224.0923567
786	224.085845
787	224.068978
788	224.0484468
789	224.0227367
790	223.988259
791	223.9633109
792	223.9445846
793	223.9257581
794	223.9046761
795	223.8888331
796	223.8799109
797	223.8713996
798	223.8529735
799	223.8187882
800	223.8108086
801	223.8029153
802	223.7828622
803	223.7568929
804	223.7392468
805	223.7077689
806	223.7061282
807	223.6802179
808	223.6490526
809	223.614616
810	223.594145
811	223.5925346
812	223.5780112
813	223.5606426
814	223.5419491
815	223.5168987
816	223.483564
817	223.4668766
818	223.4408445
819	223.4153731
820	223.3916568
821	223.3711536
822	223.3535911
823	223.3296297
824	223.3265039
825	223.3200116
826	223.3013103
827	223.2722264
828	223.2498184
829	223.2170577
830	223.2124205
831	223.1835314
832	223.1728428
833	223.1673933
834	223.1431312
835	223.121117
836	223.1103706
837	223.0923425
838	223.0683711
839	223.0556506
840	223.0403951
841	223.0235487
842	223.0033586
843	222.9901698
844	222.9731261
845	222.9704702
846	222.9500603
847	222.9432114
848	222.9387842
849	222.930716
850	222.9003206
851	222.8851551
852	222.8764679
853	222.859908
854	222.8410903
855	222.8123897
856	222.7964099
857	222.777679
858	222.7637725
859	222.7584348
860	222.7400704
861	222.736156
862	222.715071
863	222.7105352
864	222.7071731
865	222.6903442
866	222.6644428
867	222.6600316
868	222.6372624
869	222.6115925
870	222.592871
871	222.5662671
872	222.5419542
873	222.5271401
874	222.5044658
875	222.4879712
876	222.4737498
877	222.4510161
878	222.4343752
879	222.4300883
880	222.4163535
881	222.4079812
882	222.3910045
883	222.3627333
884	222.3385751
885	222.3308736
886	222.3067483
887	222.2877657
888	222.2677154
889	222.2527675
890	222.2314306
891	222.2172541
892	222.2094067
893	222.1811757
894	222.1676216
895	222.1413823
896	222.1399372
897	222.1200018
898	222.1061799
899	222.1025112
900	222.0772089
901	222.0747869
902	222.0550399
903	222.0373533
904	222.0144222
905	221.9969302
906	221.9964231
907	221.982688
908	221.9678835
909	221.9606643
910	221.9526958
911	221.9363613
912	221.9314632
913	221.9173043
914	221.9026827
915	221.8907411
916	221.867698
917	221.8470088
918	221.8190531
919	221.7988195
920	221.7936755
921	221.7814753
922	221.7592612
923	221.7465938
924	221.7274092
925	221.7205177
926	221.7138016
927	221.6851959
928	221.6839981
929	221.663066
930	221.6366003
931	221.6253319
932	221.6221245
933	221.6091196
934	221.5922511
935	221.5579715
936	221.5573881
937	221.5416144
938	221.526476
939	221.5074529
940	221.4900157
941	221.472826
942	221.4485095
943	221.4300343
944	221.4157254
945	221.3917834
946	221.3857863
947	221.376758
948	221.3564385
949	221.3443914
950	221.3314153
951	221.3122471
952	221.3089477
953	221.2981243
954	221.2783059
955	221.2627388
956	221.2339489
957	221.226621
958	221.2260604
959	221.2136478
960	221.1939446
961	221.182476
962	221.1600937
963	221.142876
964	221.1325389
965	221.1165853
966	221.0955975
967	221.0859095
968	221.0769091
969	221.0757656
970	221.0728814
971	221.0722159
972	221.0592008
973	221.044646
974	221.0163078
975	220.9998904
976	220.973634
977	220.9604365
978	220.94974
979	220.9379865
980	220.934206
981	220.9285881
982	220.9279364
983	220.9243126
984	220.9021694
985	220.8888913
986	220.8693603
987	220.8586951
988	220.8461134
989	220.8454736
990	220.8283503
991	220.8023132
992	220.7799139
993	220.7586409
994	220.7524784
995	220.7434235
996	220.720264
997	220.7030371
998	220.6813558
999	220.6673009
